	OTU	Taxonomy	SampleID	GROUP	Value
51801	OTU511	d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Enterococcus|s_?	SMPL60	no	2
51805	OTU511	d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Enterococcus|s_?	SMPL61	yes	4
51807	OTU511	d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Enterococcus|s_?	SMPL63	yes	1
51808	OTU511	d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Enterococcus|s_?	SMPL64	yes	2
51809	OTU511	d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Enterococcus|s_?	SMPL65	no	5
51814	OTU511	d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Enterococcus|s_?	SMPL69	yes	20
51913	OTU507	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_?|g_?|s_?	SMPL60	no	15
51921	OTU507	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_?|g_?|s_?	SMPL65	no	9
51938	OTU507	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_?|g_?|s_?	SMPL82	yes	5
51939	OTU507	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_?|g_?|s_?	SMPL83	no	6
51971	OTU2289	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-013|s_?	SMPL3	yes	1
52028	OTU2289	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-013|s_?	SMPL59	yes	3
52150	OTU859	d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Moraxellaceae|g_Acinetobacter|s_?	SMPL69	yes	1
52159	OTU859	d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Moraxellaceae|g_Acinetobacter|s_?	SMPL79	no	4
52181	OTU859	d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Moraxellaceae|g_Acinetobacter|s_?	SMPL100	no	1
52182	OTU859	d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Moraxellaceae|g_Acinetobacter|s_?	SMPL101	no	2
52184	OTU859	d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Moraxellaceae|g_Acinetobacter|s_?	SMPL103	no	6
52193	OTU1195	d_Bacteria|p_Tenericutes|c_Mollicutes|o_Mollicutes RF39|f_?|g_?|s_?	SMPL1	yes	9
52305	OTU170	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_?	SMPL1	yes	50
52306	OTU170	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_?	SMPL2	yes	14
52307	OTU170	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_?	SMPL3	yes	43
52308	OTU170	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_?	SMPL4	yes	2
52310	OTU170	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_?	SMPL6	no	73
52311	OTU170	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_?	SMPL7	no	24
52318	OTU170	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_?	SMPL14	no	46
52321	OTU170	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_?	SMPL17	yes	1
52323	OTU170	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_?	SMPL19	yes	19
52324	OTU170	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_?	SMPL20	yes	6
52330	OTU170	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_?	SMPL26	yes	1
52332	OTU170	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_?	SMPL28	yes	3
52338	OTU170	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_?	SMPL34	yes	6
52344	OTU170	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_?	SMPL40	no	1
52349	OTU170	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_?	SMPL45	no	7
52350	OTU170	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_?	SMPL46	no	2
52362	OTU170	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_?	SMPL57	yes	3
52364	OTU170	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_?	SMPL59	yes	11
52383	OTU170	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_?	SMPL79	no	38
52394	OTU170	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_?	SMPL90	no	1
52395	OTU170	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_?	SMPL91	yes	3
52396	OTU170	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_?	SMPL92	yes	2
52397	OTU170	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_?	SMPL93	no	1
52398	OTU170	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_?	SMPL94	no	3
52399	OTU170	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_?	SMPL95	no	10
52405	OTU170	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_?	SMPL100	no	1
52417	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL1	yes	5
52418	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL2	yes	6
52419	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL3	yes	46
52420	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL4	yes	12
52422	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL6	no	1
52433	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL17	yes	2
52441	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL25	yes	565
52442	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL26	yes	71
52444	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL28	yes	74
52448	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL32	yes	55
52449	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL33	yes	24
52450	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL34	yes	82
52451	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL35	no	15
52452	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL36	no	12
52454	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL38	no	38
52455	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL39	no	11
52456	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL40	no	413
52457	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL41	no	6
52460	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL44	no	15
52461	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL45	no	416
52462	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL46	no	13
52463	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL47	no	4
52464	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL48	no	177
52465	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL49	no	1
52470	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL54	yes	14
52473	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL60	no	99
52474	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL57	yes	46
52479	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL63	yes	1
52480	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL64	yes	106
52481	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL65	no	603
52484	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL68	yes	13
52488	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL72	yes	12
52497	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL81	yes	1
52498	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL82	yes	22
52507	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL91	yes	4
52508	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL92	yes	2
52509	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL93	no	1
52510	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL94	no	1
52511	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL95	no	8
52517	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL100	no	1
52520	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL103	no	18
52524	OTU66	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL108	no	1
52534	OTU506	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminiclostridium|s_?	SMPL6	no	5
52535	OTU506	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminiclostridium|s_?	SMPL7	no	2
52538	OTU506	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminiclostridium|s_?	SMPL10	no	5
52588	OTU506	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminiclostridium|s_?	SMPL59	yes	6
52593	OTU506	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminiclostridium|s_?	SMPL65	no	1
52597	OTU506	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminiclostridium|s_?	SMPL71	yes	2
52602	OTU506	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminiclostridium|s_?	SMPL74	yes	8
52629	OTU506	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminiclostridium|s_?	SMPL100	no	2
52630	OTU506	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminiclostridium|s_?	SMPL101	no	3
52636	OTU506	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminiclostridium|s_?	SMPL108	no	1
52676	OTU500	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_metagenome	SMPL36	no	27
52678	OTU500	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_metagenome	SMPL38	no	5
52705	OTU500	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_metagenome	SMPL65	no	3
52722	OTU500	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-010|s_metagenome	SMPL82	yes	1
52772	OTU492	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL20	yes	1
52773	OTU492	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL21	yes	1
52812	OTU492	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL59	yes	32
52826	OTU492	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL74	yes	3
52827	OTU492	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	SMPL75	yes	1
52950	OTU1191	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_Actinomyces|s_?	SMPL86	no	3
52951	OTU1191	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_Actinomyces|s_?	SMPL87	no	5
52965	OTU1191	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_Actinomyces|s_?	SMPL100	no	1
52982	OTU488	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_[Eubacterium] coprostanoligenes group|s_?	SMPL6	no	1
52983	OTU488	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_[Eubacterium] coprostanoligenes group|s_?	SMPL7	no	8
52985	OTU488	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_[Eubacterium] coprostanoligenes group|s_?	SMPL9	no	5
52986	OTU488	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_[Eubacterium] coprostanoligenes group|s_?	SMPL10	no	10
52988	OTU488	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_[Eubacterium] coprostanoligenes group|s_?	SMPL12	no	1
53060	OTU488	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_[Eubacterium] coprostanoligenes group|s_?	SMPL84	no	2
53064	OTU488	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_[Eubacterium] coprostanoligenes group|s_?	SMPL88	no	6
53072	OTU488	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_[Eubacterium] coprostanoligenes group|s_?	SMPL96	no	1
53080	OTU488	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_[Eubacterium] coprostanoligenes group|s_?	SMPL103	no	1
53082	OTU488	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_[Eubacterium] coprostanoligenes group|s_?	SMPL105	no	2
53084	OTU488	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_[Eubacterium] coprostanoligenes group|s_?	SMPL108	no	1
53098	OTU2825	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_?	SMPL10	no	1
53102	OTU2825	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_?	SMPL14	no	2
53225	OTU1153	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_?|s_?	SMPL25	yes	1
53235	OTU1153	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_?|s_?	SMPL35	no	8
53332	OTU1101	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL20	yes	2
53333	OTU1101	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL21	yes	1
53334	OTU1101	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL22	yes	3
53336	OTU1101	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL24	yes	1
53369	OTU1101	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL60	no	1
53375	OTU1101	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL63	yes	1
53381	OTU1101	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL71	yes	1
53433	OTU2239	d_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Erysipelotrichaceae UCG-003|s_?	SMPL9	no	1
53438	OTU2239	d_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Erysipelotrichaceae UCG-003|s_?	SMPL14	no	1
53460	OTU2239	d_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Erysipelotrichaceae UCG-003|s_?	SMPL36	no	2
53553	OTU476	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_GCA-900066755|s_uncultured Clostridium sp.	SMPL17	yes	5
53554	OTU476	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_GCA-900066755|s_uncultured Clostridium sp.	SMPL18	yes	3
53555	OTU476	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_GCA-900066755|s_uncultured Clostridium sp.	SMPL19	yes	3
53556	OTU476	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_GCA-900066755|s_uncultured Clostridium sp.	SMPL20	yes	1
53557	OTU476	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_GCA-900066755|s_uncultured Clostridium sp.	SMPL21	yes	2
53558	OTU476	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_GCA-900066755|s_uncultured Clostridium sp.	SMPL22	yes	1
53559	OTU476	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_GCA-900066755|s_uncultured Clostridium sp.	SMPL23	yes	3
53561	OTU476	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_GCA-900066755|s_uncultured Clostridium sp.	SMPL25	yes	7
53564	OTU476	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_GCA-900066755|s_uncultured Clostridium sp.	SMPL28	yes	3
53570	OTU476	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_GCA-900066755|s_uncultured Clostridium sp.	SMPL34	yes	2
53596	OTU476	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_GCA-900066755|s_uncultured Clostridium sp.	SMPL59	yes	10
53651	OTU475	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL3	yes	4
53702	OTU475	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL54	yes	2
53706	OTU475	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL57	yes	2
53713	OTU475	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL65	no	30
53727	OTU475	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL79	no	1
53730	OTU475	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcaceae UCG-005|s_?	SMPL82	yes	1
53766	OTU473	d_Bacteria|p_Firmicutes|c_Clostridia|o_?|f_?|g_?|s_?	SMPL6	no	15
53767	OTU473	d_Bacteria|p_Firmicutes|c_Clostridia|o_?|f_?|g_?|s_?	SMPL7	no	2
53769	OTU473	d_Bacteria|p_Firmicutes|c_Clostridia|o_?|f_?|g_?|s_?	SMPL9	no	6
53770	OTU473	d_Bacteria|p_Firmicutes|c_Clostridia|o_?|f_?|g_?|s_?	SMPL10	no	13
53772	OTU473	d_Bacteria|p_Firmicutes|c_Clostridia|o_?|f_?|g_?|s_?	SMPL12	no	3
53861	OTU473	d_Bacteria|p_Firmicutes|c_Clostridia|o_?|f_?|g_?|s_?	SMPL100	no	1
53897	OTU468	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_GCA-900066575|s_uncultured organism	SMPL25	yes	38
53900	OTU468	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_GCA-900066575|s_uncultured organism	SMPL28	yes	2
53904	OTU468	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_GCA-900066575|s_uncultured organism	SMPL32	yes	1
53987	OTU211	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Family XI|g_Finegoldia|s_?	SMPL3	yes	4
54018	OTU211	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Family XI|g_Finegoldia|s_?	SMPL34	yes	1
54063	OTU211	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Family XI|g_Finegoldia|s_?	SMPL79	no	9
54066	OTU211	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Family XI|g_Finegoldia|s_?	SMPL82	yes	203
54081	OTU211	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Family XI|g_Finegoldia|s_?	SMPL97	no	2
54083	OTU211	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Family XI|g_Finegoldia|s_?	SMPL99	yes	9
54096	OTU354	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella 2|s_?	SMPL0	yes	1
54166	OTU354	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella 2|s_?	SMPL69	yes	2
54175	OTU354	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella 2|s_?	SMPL79	no	75
54208	OTU44	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcus 1|s_?	SMPL0	yes	9
54209	OTU44	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcus 1|s_?	SMPL1	yes	31
54210	OTU44	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcus 1|s_?	SMPL2	yes	2
